ad_output_id,keyword,confidence_score,category,location,impressions,clicks,ctr
1a889039-7e65-4fd1-9d7d-65249625f406,stylish appearance,0.88,emotion,unknown,458,8,0.0175
1a889039-7e65-4fd1-9d7d-65249625f406,blue sole,0.85,object,bottom-right,458,8,0.0175
0494d20a-4b94-4199-97cd-4b21722d2b65,man,0.95,object,middle-center,752,13,0.0173
0494d20a-4b94-4199-97cd-4b21722d2b65,sneakers,0.98,object,bottom-center,752,13,0.0173
0494d20a-4b94-4199-97cd-4b21722d2b65,wooden deck,0.9,background,unknown,752,13,0.0173
0494d20a-4b94-4199-97cd-4b21722d2b65,step,0.85,object,middle-center,752,13,0.0173
0494d20a-4b94-4199-97cd-4b21722d2b65,bench,0.8,object,bottom-right,752,13,0.0173
f318a649-85e5-432f-9eb2-1e5ec0259e20,Nike shoes,0.9,object,middle-center,836,14,0.0167
f318a649-85e5-432f-9eb2-1e5ec0259e20,carpeted surface,0.85,background,middle-center,836,14,0.0167
f318a649-85e5-432f-9eb2-1e5ec0259e20,black swoosh logo,0.95,object,middle-left,836,14,0.0167
6f68ea8a-6f36-49c5-b2df-5a3d79837565,white sneaker,0.9,object,middle-left,314,1,0.0032
6f68ea8a-6f36-49c5-b2df-5a3d79837565,brown sneaker,0.9,object,middle-right,314,1,0.0032
6f68ea8a-6f36-49c5-b2df-5a3d79837565,sneaker logo,0.8,object,bottom-right,314,1,0.0032
6f68ea8a-6f36-49c5-b2df-5a3d79837565,color contrast,0.85,emotion,unknown,314,1,0.0032
086eefba-d231-4be8-901c-a8ee1c99b256,young man,0.9,object,middle-center,859,20,0.0233
086eefba-d231-4be8-901c-a8ee1c99b256,basketball,0.8,object,bottom-right,859,20,0.0233
086eefba-d231-4be8-901c-a8ee1c99b256,gym,0.7,background,top-center,859,20,0.0233
ff0b434a-92d7-4760-9edb-364b5eb17e88,man,0.95,object,middle-center,702,11,0.0157
ff0b434a-92d7-4760-9edb-364b5eb17e88,athletic ability,0.9,emotion,middle-center,702,11,0.0157
ff0b434a-92d7-4760-9edb-364b5eb17e88,clothing,0.92,object,unknown,702,11,0.0157
ff0b434a-92d7-4760-9edb-364b5eb17e88,vibrant colors,0.88,background,unknown,702,11,0.0157
b65fcfb2-a115-45f0-bb43-a6cb40d9a2a9,young girl,0.95,object,middle-center,1010,24,0.0238
b65fcfb2-a115-45f0-bb43-a6cb40d9a2a9,white shirt,0.9,object,middle-center,1010,24,0.0238
b65fcfb2-a115-45f0-bb43-a6cb40d9a2a9,black shorts,0.85,object,middle-center,1010,24,0.0238
b65fcfb2-a115-45f0-bb43-a6cb40d9a2a9,jumping,0.92,action,middle-center,1010,24,0.0238
b65fcfb2-a115-45f0-bb43-a6cb40d9a2a9,white wall,0.88,background,unknown,1010,24,0.0238
8ea65fa3-ed38-4311-aeb9-eedab7d89fc3,man,0.9,object,middle-center,534,12,0.0225
8ea65fa3-ed38-4311-aeb9-eedab7d89fc3,rooftop,0.85,object,middle-center,534,12,0.0225
8ea65fa3-ed38-4311-aeb9-eedab7d89fc3,plants,0.7,object,unknown,534,12,0.0225
8ea65fa3-ed38-4311-aeb9-eedab7d89fc3,city view,0.8,background,unknown,534,12,0.0225
8ea65fa3-ed38-4311-aeb9-eedab7d89fc3,relaxed atmosphere,0.9,emotion,unknown,534,12,0.0225
1d13d702-1d66-477d-aefe-b03af9125d31,girl,0.95,object,middle-center,922,29,0.0315
1d13d702-1d66-477d-aefe-b03af9125d31,emotion,0.9,emotion,middle-center,922,29,0.0315
1d13d702-1d66-477d-aefe-b03af9125d31,background,0.85,background,unknown,922,29,0.0315
e42714f6-199e-4f4d-85b2-7532c0ef5136,sneakers,0.95,object,middle-center,535,14,0.0262
e42714f6-199e-4f4d-85b2-7532c0ef5136,lacing system,0.9,object,middle-left,535,14,0.0262
e42714f6-199e-4f4d-85b2-7532c0ef5136,nike swoosh logo,0.85,object,middle-right,535,14,0.0262
e42714f6-199e-4f4d-85b2-7532c0ef5136,white surface,0.93,background,bottom-center,535,14,0.0262
e42714f6-199e-4f4d-85b2-7532c0ef5136,lighting,0.92,visual,unknown,535,14,0.0262
093ae8a8-7e2f-4ee9-8505-5dcadee104af,Nike shoe,0.95,object,middle-center,740,23,0.0311
093ae8a8-7e2f-4ee9-8505-5dcadee104af,green surface,0.85,background,bottom-center,740,23,0.0311
093ae8a8-7e2f-4ee9-8505-5dcadee104af,contrast,0.8,emotion,unknown,740,23,0.0311
a3413662-bda0-4f63-963c-ca129d4e5f6c,young woman,0.95,object,middle-center,951,32,0.0336
a3413662-bda0-4f63-963c-ca129d4e5f6c,black tank top,0.9,object,middle-center,951,32,0.0336
a3413662-bda0-4f63-963c-ca129d4e5f6c,black and white sneakers,0.88,object,bottom-center,951,32,0.0336
a3413662-bda0-4f63-963c-ca129d4e5f6c,bench,0.92,object,middle-center,951,32,0.0336
a3413662-bda0-4f63-963c-ca129d4e5f6c,depth,0.85,background,unknown,951,32,0.0336
8ca06ada-1f13-4bb3-8f10-04b838b91bfb,smiling man,0.95,object,middle-center,434,2,0.0046
8ca06ada-1f13-4bb3-8f10-04b838b91bfb,brown jacket,0.9,object,unknown,434,2,0.0046
8ca06ada-1f13-4bb3-8f10-04b838b91bfb,brown beanie,0.85,object,unknown,434,2,0.0046
8ca06ada-1f13-4bb3-8f10-04b838b91bfb,positive moment,0.8,emotion,unknown,434,2,0.0046
204ce7ea-89ff-44f2-922d-6b4e16e588de,shirts,0.95,object,middle-center,507,8,0.0158
204ce7ea-89ff-44f2-922d-6b4e16e588de,close-up,0.9,object,unknown,507,8,0.0158
204ce7ea-89ff-44f2-922d-6b4e16e588de,texture,0.85,background,unknown,507,8,0.0158
ced3d955-32de-4f75-909b-8558ff42f1e8,young boy,0.95,object,middle-center,502,9,0.0179
ced3d955-32de-4f75-909b-8558ff42f1e8,black shirt,0.9,object,top-center,502,9,0.0179
ced3d955-32de-4f75-909b-8558ff42f1e8,basketball,0.9,object,middle-right,502,9,0.0179
ced3d955-32de-4f75-909b-8558ff42f1e8,white sneakers,0.85,object,bottom-left,502,9,0.0179
ced3d955-32de-4f75-909b-8558ff42f1e8,darkened room,0.9,background,unknown,502,9,0.0179
ced3d955-32de-4f75-909b-8558ff42f1e8,sports theme,0.95,emotion,unknown,502,9,0.0179
292501f9-7269-4f77-93bb-4507428e0b36,woman,0.95,object,middle-center,522,4,0.0077
292501f9-7269-4f77-93bb-4507428e0b36,athleticism,0.9,emotion,unknown,522,4,0.0077
292501f9-7269-4f77-93bb-4507428e0b36,brick wall,0.85,background,unknown,522,4,0.0077
5b73dd7c-f528-4e3a-882d-f52ebcec5c1e,young girl,0.95,object,middle-center,1554,68,0.0438
5b73dd7c-f528-4e3a-882d-f52ebcec5c1e,blue shirt,0.9,object,middle-center,1554,68,0.0438
5b73dd7c-f528-4e3a-882d-f52ebcec5c1e,green pants,0.85,object,middle-center,1554,68,0.0438
5b73dd7c-f528-4e3a-882d-f52ebcec5c1e,black box,0.92,object,middle-center,1554,68,0.0438
5b73dd7c-f528-4e3a-882d-f52ebcec5c1e,confident demeanor,0.88,emotion,middle-center,1554,68,0.0438
5b73dd7c-f528-4e3a-882d-f52ebcec5c1e,playful pose,0.87,emotion,middle-center,1554,68,0.0438
5b73dd7c-f528-4e3a-882d-f52ebcec5c1e,blue hat,0.89,object,middle-center,1554,68,0.0438
1b863ddb-faf7-4885-ad61-65374edb0f53,Nike shoes,0.9,object,middle-center,1349,50,0.0371
1b863ddb-faf7-4885-ad61-65374edb0f53,man,0.85,object,middle-center,1349,50,0.0371
1b863ddb-faf7-4885-ad61-65374edb0f53,step,0.75,object,bottom-center,1349,50,0.0371
e5dd0b92-61f8-4e75-bd27-1eb0dd46a52a,blue and yellow tennis shoes,0.95,object,middle-center,451,6,0.0133
e5dd0b92-61f8-4e75-bd27-1eb0dd46a52a,yellow swoosh,0.9,object,middle-left,451,6,0.0133
e5dd0b92-61f8-4e75-bd27-1eb0dd46a52a,tennis court background,0.85,background,unknown,451,6,0.0133
e5dd0b92-61f8-4e75-bd27-1eb0dd46a52a,striking contrast,0.88,emotion,unknown,451,6,0.0133
34e083e9-fd1c-4e19-93f9-195f974a67de,young man,0.85,object,middle-center,1396,53,0.038
34e083e9-fd1c-4e19-93f9-195f974a67de,green jacket,0.9,object,middle-center,1396,53,0.038
34e083e9-fd1c-4e19-93f9-195f974a67de,white wall,0.8,background,middle-center,1396,53,0.038
57a433a8-0957-403f-a9c6-c6d6ae5b6bd1,Nike Air Force 1,0.95,object,middle-center,1387,68,0.049
57a433a8-0957-403f-a9c6-c6d6ae5b6bd1,brick surface,0.9,background,middle-center,1387,68,0.049
99250f40-276e-4a41-a373-3d3651b0a5e6,sportswear,0.95,object,unknown,434,4,0.0092
99250f40-276e-4a41-a373-3d3651b0a5e6,tops,0.9,object,top-left,434,4,0.0092
99250f40-276e-4a41-a373-3d3651b0a5e6,skirts,0.88,object,middle-center,434,4,0.0092
99250f40-276e-4a41-a373-3d3651b0a5e6,collage,0.85,background,unknown,434,4,0.0092
99250f40-276e-4a41-a373-3d3651b0a5e6,variety,0.92,emotion,unknown,434,4,0.0092
e4c8554c-0e34-4f47-9f5c-801e232e916d,sneaker,0.95,object,middle-center,606,17,0.0281
e4c8554c-0e34-4f47-9f5c-801e232e916d,white sole,0.85,object,middle-center,606,17,0.0281
e4c8554c-0e34-4f47-9f5c-801e232e916d,green background,0.9,background,unknown,606,17,0.0281
e4c8554c-0e34-4f47-9f5c-801e232e916d,Nike swoosh,0.8,object,middle-right,606,17,0.0281
51afb965-7e82-4de5-af65-1a8d5dab7791,shorts,0.95,object,middle-center,488,6,0.0123
51afb965-7e82-4de5-af65-1a8d5dab7791,Nike,0.9,object,unknown,488,6,0.0123
51afb965-7e82-4de5-af65-1a8d5dab7791,clean composition,0.85,background,unknown,488,6,0.0123
fdb27790-aad3-4bd0-9c4d-277c4db01182,Nike shoes,0.95,object,bottom-right,414,9,0.0217
fdb27790-aad3-4bd0-9c4d-277c4db01182,woman's legs,0.9,object,top-left,414,9,0.0217
fdb27790-aad3-4bd0-9c4d-277c4db01182,white surface,0.85,background,middle-center,414,9,0.0217
fdb27790-aad3-4bd0-9c4d-277c4db01182,socks,0.8,object,middle-left,414,9,0.0217
cd648357-dfff-4257-99ae-c986bf3fc0bd,Nike Air Force 1 shoes,0.95,object,middle-center,808,9,0.0111
cd648357-dfff-4257-99ae-c986bf3fc0bd,model/feet,0.9,object,middle-left,808,9,0.0111
cd648357-dfff-4257-99ae-c986bf3fc0bd,white surface,0.85,background,bottom-center,808,9,0.0111
9596bd9a-21b8-493b-8359-12695391f79b,Nike shoe,0.95,object,middle-center,404,5,0.0124
9596bd9a-21b8-493b-8359-12695391f79b,black swoosh logo,0.9,object,middle-left,404,5,0.0124
9596bd9a-21b8-493b-8359-12695391f79b,white background,0.98,background,unknown,404,5,0.0124
9596bd9a-21b8-493b-8359-12695391f79b,contrast,0.85,emotion,unknown,404,5,0.0124
9596bd9a-21b8-493b-8359-12695391f79b,attention-grabbing,0.8,emotion,unknown,404,5,0.0124
73e0480c-6d82-44a8-85dd-2c7f03c4e1cb,Nike shoes,0.95,object,middle-center,440,5,0.0114
73e0480c-6d82-44a8-85dd-2c7f03c4e1cb,red swoosh,0.93,object,middle-right,440,5,0.0114
73e0480c-6d82-44a8-85dd-2c7f03c4e1cb,white background,0.9,background,unknown,440,5,0.0114
73e0480c-6d82-44a8-85dd-2c7f03c4e1cb,clean composition,0.92,emotion,unknown,440,5,0.0114
e60ac12e-b9b8-4547-9372-0a7c3fdd8836,woman,0.95,object,middle-center,451,5,0.0111
e60ac12e-b9b8-4547-9372-0a7c3fdd8836,sneakers,0.9,object,bottom-left,451,5,0.0111
e60ac12e-b9b8-4547-9372-0a7c3fdd8836,relaxed posture,0.88,emotion,unknown,451,5,0.0111
e60ac12e-b9b8-4547-9372-0a7c3fdd8836,ground setting,0.85,background,unknown,451,5,0.0111
0370d992-494f-47eb-ade8-f1cb5bf6494e,man,0.95,object,middle-center,1405,66,0.047
0370d992-494f-47eb-ade8-f1cb5bf6494e,brown jacket,0.9,object,middle-center,1405,66,0.047
0370d992-494f-47eb-ade8-f1cb5bf6494e,brown hat,0.88,object,top-center,1405,66,0.047
0370d992-494f-47eb-ade8-f1cb5bf6494e,brown shoes,0.97,object,bottom-center,1405,66,0.047
0370d992-494f-47eb-ade8-f1cb5bf6494e,ledge,0.85,object,middle-center,1405,66,0.047
1ee8f770-7772-494c-aa93-bd2e3952eb0a,Nike sneakers,0.95,object,middle-center,982,25,0.0255
1ee8f770-7772-494c-aa93-bd2e3952eb0a,pink background,0.9,background,unknown,982,25,0.0255
1ee8f770-7772-494c-aa93-bd2e3952eb0a,white sole,0.85,object,middle-center,982,25,0.0255
1ee8f770-7772-494c-aa93-bd2e3952eb0a,pink laces,0.8,object,middle-center,982,25,0.0255
5b8c6619-08ea-4e3b-96cd-a8fd0a8b8970,man,0.95,object,middle-left,590,13,0.022
5b8c6619-08ea-4e3b-96cd-a8fd0a8b8970,white sneakers,0.98,object,middle-left,590,13,0.022
5b8c6619-08ea-4e3b-96cd-a8fd0a8b8970,black and white ball,0.97,object,middle-center,590,13,0.022
5b8c6619-08ea-4e3b-96cd-a8fd0a8b8970,carpet,0.9,background,bottom-center,590,13,0.022
69c60f10-3b12-4d32-9a73-db3725eb176e,sneakers,0.95,object,middle-center,651,13,0.02
69c60f10-3b12-4d32-9a73-db3725eb176e,background,0.9,background,unknown,651,13,0.02
6e370e51-4b06-4e67-b550-e6e1f78b5629,bags,0.95,object,middle-center,1393,64,0.0459
6e370e51-4b06-4e67-b550-e6e1f78b5629,colors,0.9,object,middle-center,1393,64,0.0459
6e370e51-4b06-4e67-b550-e6e1f78b5629,arrangement,0.85,object,middle-center,1393,64,0.0459
6e370e51-4b06-4e67-b550-e6e1f78b5629,close-up,0.8,visual feature,middle-center,1393,64,0.0459
3d723379-0686-42bc-9cdc-96eaaa95c9e2,Nike shoes,0.95,object,middle-center,1352,65,0.0481
3d723379-0686-42bc-9cdc-96eaaa95c9e2,woman,0.9,object,middle-center,1352,65,0.0481
3d723379-0686-42bc-9cdc-96eaaa95c9e2,brick walkway,0.85,background,bottom-center,1352,65,0.0481
e1163c10-8d07-48b9-863e-ca2dedfefea1,woman in blue shirt,0.95,object,middle-left,311,2,0.0064
e1163c10-8d07-48b9-863e-ca2dedfefea1,Nike logo,0.9,object,middle-left,311,2,0.0064
e1163c10-8d07-48b9-863e-ca2dedfefea1,black shorts,0.85,object,middle-left,311,2,0.0064
e1163c10-8d07-48b9-863e-ca2dedfefea1,woman in background,0.8,object,middle-right,311,2,0.0064
e1163c10-8d07-48b9-863e-ca2dedfefea1,tree,0.75,background,bottom-right,311,2,0.0064
24269e6e-c098-497e-8b9f-153fb0c534cb,Nike shoes,0.95,object,middle-center,845,13,0.0154
24269e6e-c098-497e-8b9f-153fb0c534cb,person,0.9,object,middle-center,845,13,0.0154
24269e6e-c098-497e-8b9f-153fb0c534cb,sidewalk,0.85,background,unknown,845,13,0.0154
ea349e33-1f5e-4a73-bf46-d0fb28554838,man,0.9,object,middle-right,270,3,0.0111
ea349e33-1f5e-4a73-bf46-d0fb28554838,bench,0.85,object,middle-left,270,3,0.0111
ea349e33-1f5e-4a73-bf46-d0fb28554838,background,0.8,background,unknown,270,3,0.0111
ea349e33-1f5e-4a73-bf46-d0fb28554838,red socks,0.95,object,unknown,270,3,0.0111
ea349e33-1f5e-4a73-bf46-d0fb28554838,red shoes,0.95,object,unknown,270,3,0.0111
ea349e33-1f5e-4a73-bf46-d0fb28554838,ring,0.7,object,unknown,270,3,0.0111
96969790-2624-49ab-bb00-88cd7901240c,sneakers,0.95,object,middle-center,811,9,0.0111
96969790-2624-49ab-bb00-88cd7901240c,man,0.9,object,middle-right,811,9,0.0111
96969790-2624-49ab-bb00-88cd7901240c,surface,0.8,object,middle-center,811,9,0.0111
0e54ee67-be56-42cf-945f-dc4292a1f006,Nike Winflo 10,0.95,object,middle-center,781,18,0.023
0e54ee67-be56-42cf-945f-dc4292a1f006,white background,0.9,background,unknown,781,18,0.023
0e54ee67-be56-42cf-945f-dc4292a1f006,blue accents,0.85,object,middle-center,781,18,0.023
65b1970f-9e22-4854-abd9-888c30b20107,sneaker,0.95,object,middle-center,445,6,0.0135
65b1970f-9e22-4854-abd9-888c30b20107,Nike,0.9,brand,middle-center,445,6,0.0135
65b1970f-9e22-4854-abd9-888c30b20107,high-quality,0.85,emotion,unknown,445,6,0.0135
65b1970f-9e22-4854-abd9-888c30b20107,advertisement,0.8,context,unknown,445,6,0.0135
8567d82f-fd6d-4a70-9236-b691aed7d5ea,basketball player,0.95,object,middle-center,1445,63,0.0436
8567d82f-fd6d-4a70-9236-b691aed7d5ea,Nike shoes,0.98,object,middle-center,1445,63,0.0436
8567d82f-fd6d-4a70-9236-b691aed7d5ea,basketball court,0.9,background,middle-center,1445,63,0.0436
2b81bae9-7cf6-4313-852b-d8f4dd048071,Nike basketball shoe,0.95,object,middle-center,399,7,0.0175
2b81bae9-7cf6-4313-852b-d8f4dd048071,white background,0.9,background,unknown,399,7,0.0175
2b81bae9-7cf6-4313-852b-d8f4dd048071,support and comfort,0.85,emotion,unknown,399,7,0.0175
2b81bae9-7cf6-4313-852b-d8f4dd048071,black swoosh logo,0.92,object,middle-right,399,7,0.0175
c315b840-380d-4730-96d4-909440a6de48,sneakers,0.95,object,middle-center,850,21,0.0247
c315b840-380d-4730-96d4-909440a6de48,Nike logo,0.9,object,middle-center,850,21,0.0247
c315b840-380d-4730-96d4-909440a6de48,person,0.85,object,middle-left,850,21,0.0247
317049b3-6d33-4701-9cef-32a135824374,sneaker,0.95,object,middle-center,667,15,0.0225
317049b3-6d33-4701-9cef-32a135824374,red background,0.9,background,unknown,667,15,0.0225
8ea9036e-eb0e-4d52-a6a8-e1d846eeb95d,young man,0.9,object,bottom-left,455,4,0.0088
8ea9036e-eb0e-4d52-a6a8-e1d846eeb95d,Nike basketball shoes,0.95,object,middle-center,455,4,0.0088
8ea9036e-eb0e-4d52-a6a8-e1d846eeb95d,bench,0.85,object,bottom-left,455,4,0.0088
8ea9036e-eb0e-4d52-a6a8-e1d846eeb95d,clothing,0.8,object,bottom-left,455,4,0.0088
aa3da911-cf06-4edd-b135-2f88ee3f6dda,sneaker,0.95,object,middle-center,703,16,0.0228
aa3da911-cf06-4edd-b135-2f88ee3f6dda,orange background,0.9,background,unknown,703,16,0.0228
42e527f5-e1dc-4fbb-8f49-e95312703135,tennis shoe,0.9,object,middle-center,624,11,0.0176
42e527f5-e1dc-4fbb-8f49-e95312703135,clean background,0.85,background,unknown,624,11,0.0176
42e527f5-e1dc-4fbb-8f49-e95312703135,hard surface,0.8,background,bottom-center,624,11,0.0176
42e527f5-e1dc-4fbb-8f49-e95312703135,prominent position,0.95,design,unknown,624,11,0.0176
822f49f0-975c-4281-8fb4-227ddc0bbce6,woman,0.95,object,middle-center,1005,39,0.0388
822f49f0-975c-4281-8fb4-227ddc0bbce6,confidence,0.9,emotion,middle-center,1005,39,0.0388
822f49f0-975c-4281-8fb4-227ddc0bbce6,background,0.85,background,unknown,1005,39,0.0388
822f49f0-975c-4281-8fb4-227ddc0bbce6,tattoo,0.8,object,middle-center,1005,39,0.0388
b4075fd9-6ee0-4373-9ab5-adad3238f96f,young boy,0.95,object,middle-center,647,14,0.0216
b4075fd9-6ee0-4373-9ab5-adad3238f96f,blue hoodie,0.97,object,middle-center,647,14,0.0216
b4075fd9-6ee0-4373-9ab5-adad3238f96f,blue wall,0.9,background,unknown,647,14,0.0216
b4075fd9-6ee0-4373-9ab5-adad3238f96f,positive atmosphere,0.93,emotion,unknown,647,14,0.0216
8d2e4780-22b3-439f-a215-8445ddf05ab7,shoes,0.95,object,middle-center,625,9,0.0144
8d2e4780-22b3-439f-a215-8445ddf05ab7,person,0.9,object,middle-center,625,9,0.0144
8d2e4780-22b3-439f-a215-8445ddf05ab7,wooded area,0.85,background,unknown,625,9,0.0144
8d2e4780-22b3-439f-a215-8445ddf05ab7,motion,0.8,emotion,unknown,625,9,0.0144
22eb598d-3508-41b7-9d3f-4e8f92c509bb,Nike Air Max 90,0.95,object,middle-center,491,5,0.0102
22eb598d-3508-41b7-9d3f-4e8f92c509bb,white background,0.9,background,unknown,491,5,0.0102
22eb598d-3508-41b7-9d3f-4e8f92c509bb,red color prominence,0.9,emotion,unknown,491,5,0.0102
22eb598d-3508-41b7-9d3f-4e8f92c509bb,sporty style,0.85,emotion,unknown,491,5,0.0102
3addc8dd-fc30-4c71-8d73-bf14e15d4299,young boy,0.95,object,middle-center,716,16,0.0223
3addc8dd-fc30-4c71-8d73-bf14e15d4299,colorful outfit,0.9,object,middle-center,716,16,0.0223
3addc8dd-fc30-4c71-8d73-bf14e15d4299,green bench,0.85,object,bottom-left,716,16,0.0223
3addc8dd-fc30-4c71-8d73-bf14e15d4299,cushions,0.8,object,middle-center,716,16,0.0223
3addc8dd-fc30-4c71-8d73-bf14e15d4299,playful,0.92,emotion,unknown,716,16,0.0223
5bc83d0b-31fd-4fa2-a454-ddc5da6286b1,sneakers,0.95,object,middle-right,313,0,0.0
5bc83d0b-31fd-4fa2-a454-ddc5da6286b1,skateboard,0.9,object,bottom-right,313,0,0.0
5bc83d0b-31fd-4fa2-a454-ddc5da6286b1,socks,0.85,object,unknown,313,0,0.0
5bc83d0b-31fd-4fa2-a454-ddc5da6286b1,lifestyle,0.88,emotion,unknown,313,0,0.0
b54b5e2f-bc1a-494f-b694-45a0b47442ef,young man,0.95,object,middle-left,410,8,0.0195
b54b5e2f-bc1a-494f-b694-45a0b47442ef,sneakers,0.98,object,middle-center,410,8,0.0195
b54b5e2f-bc1a-494f-b694-45a0b47442ef,basketball hoop,0.9,object,middle-right,410,8,0.0195
b54b5e2f-bc1a-494f-b694-45a0b47442ef,urban setting,0.85,background,unknown,410,8,0.0195
d6fea85b-60aa-4e8c-a759-31a1637cc0ee,Nike Winflo 10 sneaker,0.95,object,middle-center,1429,67,0.0469
d6fea85b-60aa-4e8c-a759-31a1637cc0ee,color scheme,0.9,object,middle-center,1429,67,0.0469
d6fea85b-60aa-4e8c-a759-31a1637cc0ee,center positioning,0.85,composition,middle-center,1429,67,0.0469
47f298e7-8e4f-447e-9836-73d3c2c934f4,white shoe,0.9,object,middle-center,1484,62,0.0418
47f298e7-8e4f-447e-9836-73d3c2c934f4,concrete stairs,0.85,object,middle-center,1484,62,0.0418
47f298e7-8e4f-447e-9836-73d3c2c934f4,socks,0.7,object,middle-center,1484,62,0.0418
47f298e7-8e4f-447e-9836-73d3c2c934f4,sense of movement,0.8,emotion,middle-center,1484,62,0.0418
088e21ce-9900-4419-9b4f-3f547fc9ffed,sneakers,0.9,object,middle-center,961,33,0.0343
088e21ce-9900-4419-9b4f-3f547fc9ffed,background,0.95,background,unknown,961,33,0.0343
088e21ce-9900-4419-9b4f-3f547fc9ffed,arrangement,0.85,composition,middle-center,961,33,0.0343
088e21ce-9900-4419-9b4f-3f547fc9ffed,design elements,0.88,object,middle-center,961,33,0.0343
60aab72a-4ac1-4559-8f5f-b63e433a6b59,young man,0.95,object,middle-center,652,13,0.0199
60aab72a-4ac1-4559-8f5f-b63e433a6b59,basketball,0.9,object,middle-center,652,13,0.0199
60aab72a-4ac1-4559-8f5f-b63e433a6b59,basketball court,0.92,background,unknown,652,13,0.0199
60aab72a-4ac1-4559-8f5f-b63e433a6b59,black and white photo,0.85,emotion,unknown,652,13,0.0199
c499217b-28c1-45aa-b07a-bb5e745763a1,Nike Sneakers,0.95,object,middle-center,574,11,0.0192
c499217b-28c1-45aa-b07a-bb5e745763a1,Plaid Shirt,0.9,object,middle-left,574,11,0.0192
c499217b-28c1-45aa-b07a-bb5e745763a1,Sidewalk,0.85,background,bottom-center,574,11,0.0192
c499217b-28c1-45aa-b07a-bb5e745763a1,City Setting,0.8,background,unknown,574,11,0.0192
eaa251e4-297c-4298-9863-789c7eeeee89,sneakers,0.95,object,middle-center,498,4,0.008
eaa251e4-297c-4298-9863-789c7eeeee89,background,0.85,background,unknown,498,4,0.008
eaa251e4-297c-4298-9863-789c7eeeee89,color scheme,0.9,emotion,unknown,498,4,0.008
6b6c1408-c45c-4cc1-9889-2618b968779e,sneaker,0.95,object,middle-center,991,31,0.0313
6b6c1408-c45c-4cc1-9889-2618b968779e,brown surface,0.9,background,middle-center,991,31,0.0313
6b6c1408-c45c-4cc1-9889-2618b968779e,white sole,0.85,object,middle-center,991,31,0.0313
6b6c1408-c45c-4cc1-9889-2618b968779e,color scheme,0.8,emotion,unknown,991,31,0.0313
d3a39eeb-23c0-4107-b356-44b7f08e12f9,Nike Air Force 1 sneakers,0.95,object,middle-center,409,5,0.0122
d3a39eeb-23c0-4107-b356-44b7f08e12f9,white background,0.9,background,unknown,409,5,0.0122
d3a39eeb-23c0-4107-b356-44b7f08e12f9,color scheme,0.85,emotion,unknown,409,5,0.0122
d3a39eeb-23c0-4107-b356-44b7f08e12f9,design features,0.8,object,unknown,409,5,0.0122
5c6ab5e0-5e13-4712-a480-f4549985e8eb,girl,0.95,object,middle-center,971,12,0.0124
5c6ab5e0-5e13-4712-a480-f4549985e8eb,hoodie,0.9,object,middle-center,971,12,0.0124
5c6ab5e0-5e13-4712-a480-f4549985e8eb,background,0.85,background,unknown,971,12,0.0124
5c6ab5e0-5e13-4712-a480-f4549985e8eb,outfit,0.8,object,middle-center,971,12,0.0124
7daa2078-93e6-4aca-bd03-4bbaeaedc42c,man,0.95,object,middle-center,577,8,0.0139
7daa2078-93e6-4aca-bd03-4bbaeaedc42c,watch,0.9,object,middle-left,577,8,0.0139
7daa2078-93e6-4aca-bd03-4bbaeaedc42c,forest,0.85,background,unknown,577,8,0.0139
7daa2078-93e6-4aca-bd03-4bbaeaedc42c,motion,0.88,emotion,middle-right,577,8,0.0139
7daa2078-93e6-4aca-bd03-4bbaeaedc42c,fitness,0.92,emotion,bottom-center,577,8,0.0139
069e79a0-0c35-4768-a37b-1aa858b69424,Nike Air Max shoe,0.95,object,middle-center,849,27,0.0318
069e79a0-0c35-4768-a37b-1aa858b69424,yellow and black sole,0.9,object,middle-center,849,27,0.0318
069e79a0-0c35-4768-a37b-1aa858b69424,grey background,0.85,background,unknown,849,27,0.0318
c8668a81-32f6-4774-bd1a-5471778aecc2,shoe,0.95,object,middle-center,443,10,0.0226
c8668a81-32f6-4774-bd1a-5471778aecc2,sole,0.9,object,unknown,443,10,0.0226
c8668a81-32f6-4774-bd1a-5471778aecc2,color scheme,0.85,background,unknown,443,10,0.0226
c8668a81-32f6-4774-bd1a-5471778aecc2,design,0.8,emotion,unknown,443,10,0.0226
8f94f441-3074-4efb-8977-55d1a9be78e8,Nike shoe,0.95,object,middle-center,557,13,0.0233
8f94f441-3074-4efb-8977-55d1a9be78e8,color scheme,0.9,emotion,unknown,557,13,0.0233
8f94f441-3074-4efb-8977-55d1a9be78e8,Nike swoosh logo,0.85,object,middle-right,557,13,0.0233
8f94f441-3074-4efb-8977-55d1a9be78e8,background,0.8,background,unknown,557,13,0.0233
8f94f441-3074-4efb-8977-55d1a9be78e8,laces,0.75,object,top-center,557,13,0.0233
dbb9070c-ed59-4e9e-979a-a922d77f9c03,woman,0.95,object,middle-center,472,9,0.0191
dbb9070c-ed59-4e9e-979a-a922d77f9c03,room,0.87,background,unknown,472,9,0.0191
dbb9070c-ed59-4e9e-979a-a922d77f9c03,photo style,0.9,object,unknown,472,9,0.0191
e7fb3226-e327-4e86-b8f2-22de0c2a61d2,smiling,0.95,emotion,middle-center,1601,69,0.0431
e7fb3226-e327-4e86-b8f2-22de0c2a61d2,green jacket,0.9,object,middle-center,1601,69,0.0431
